3,In article 1434 netx netx pdressne netx netx Peter Dressner writes I have a Gateway with a 3 5 floppy The drive only reads files it wrote to the floppy Floppies that have been formatted and contain files from other machines are unreadable Also 3 5 floppies that were written by this defective floppy drive a long time ago are also unreadable This sounds like a head alignment problem How does one go about fixing it Are there alignment screws that you can adjust Thanks in advance for your responses Peter A friend of mine had the same problem it turned out that his floppy was set up as a 5 1 4 1 2Mb drive instead of 3 5 1 44Mb might help Matt Crowley Just remember I ll have known that deep down srg055 uk ac coventry cck inside you were just enough of a bastard to be worth liking 
4,I am seeking re mendations Vendors for a Networkable FAX It would mainly be used for outgoing FAX s from Mac s on our Net The ability to Fax from other platforms would be a plus Ethernet interface would be preffered but LocalTalk would suffice Can anyone provide any info Thanks in advance Peter Peter Haase Internet haase meediv lanl gov Network Manager Los Alamos National Laboratory 
16,fcrary ucsu Colorado EDU Frank Crary writes msn reef cis ufl Mike HK G3ZF Full Auto Newsome writes I m sick to my stomach as I write this The BD pound is on fire and will burn to the ground in minutes I used exactly this one word reply to suggest a likely ending to the siege several weeks ago But like Masada this wasn t entirely a government action The defenders held out as long as they could and then killed themselves their families and their children rather than surrender Israel calls the action of the Zelots heroic and trains their army to follow this example Now that someone has repeated this action in modern times what do we call it Liberals and supporters of Clinton say that costs made the action necessary Steve Podleski phone 216 433 4000 NASA Lewis Research Center Cleveland Ohio 44135 email pspod hooch lerc nasa gov 
3,hello i want to know if a spoilt port will create problems with mouse my mouse just gets stuck on the screen for a while and i have to press its button to be able to move it around again is there a shareware utility program to diagnose my ports thanks ming 
4, Does one exist who makes it and how much Thanks 
9,steph pegasus cs uiuc Dale Stephenson writes In 13557 news duke fierkelab bchm biochem duke Eric Roush writes As a touter of Braves prospects all I can say is that IMO someone on the Braves roster is about to be e Pipped It may not even be Hunter But I think they ll have a problem getting Klesko out of the lineup once he s in Well this may be good news If Klesko hits I d look for Bream to be traded if possible or released since Bream is also a lefthander Hope Klesko hits According to the Atlanta paper Bream will be the full time first baseman with Klesko used as a late inning defensive replacement if Bream is lifted for a pinch runner He d have to hit a homer in his first AB or win the game or do some other amazing thing to be rewarded with a start so he could even attempt to push Hunter or Bream out of the lineup Kurt in Atlanta hoyt cc gatech kwh salestech 70242 652 puserve politics from the Greek poli many tics ugly blood sucking parasites 
12,In article 1993Apr20 102756 1709 mala bc ca wagner mala bc ca TOM WAGNER Wizzard of old Audio Visual Equipment Nanaimo Campus writes In article C5r60r 4ID megatest alung megatest Aaron Lung writes In article C5qsBF IEK ms uky billq ms uky Billy Quinn writes I built a little project using the radio shack 5vdc relays to switch audio I got pretty bad clicks when the thing switched I was doing most of the mon things one is supposed to do when using relays and nothing seemed to get rid of the clicks My question is Is there a good relay relay circuit that I can use for switching audio so that there will be NO noise of any kind on the audio lines I will appreciate any advice or references to advice Also exact part numbers pany names etc for the relays will help Are you switching high level signals or low level signals like pre amp out level signals Also are the clicks you mentioning the big clack that happens when it switches or are you refering to contact bounce How are you driving the relays TTL gate output Switching transistor How are the relays connected to what you are driving Need more specifics to answer your question As a general rule no relay will cleanly switch audio if you try to tranfer the circuit with the contacts The noise you hear is due to the momentary opening and closing of the path The noiseless way of transfering audio is to ground the circuit In high impedance audio circuits a resistive T is constructed close to characteristic impedance of the circuit Grounding the imputs connected to the T transfers the audio In low impedance circuits transformers are usually used and the inputs are shorted out or grounded Secondaries are paralleled at the characteristic impedance Sometimes if it is necessary to actually switch audio a second contact is used to momentarily short the circuit output for the duration of the switching time Telephone relays are handy because contacts can be adjusted to Make before break and Vica Versa but I haven t seen any of these for years Nowadys switching is done electronically with OP amps etc A novel circuit I used to build was a primitive optical isolator It consists of a resistive photocell and a lamp all packaged in a tube When the lamp is off the cell is high resistance Turn the lamp on and the resistance lowers passing the audio Once again this device in a T switches the audio Varying the lamp resistance give a remote volume control Use 2 variable resisters and you have a mixer Lots of luck 73 Tom Tom Wagner Audio Visual Technician Malaspina College Nanaimo British Columbia 604 753 3245 Loc 2230 Fax 755 8742 Callsign VE7GDA Weapon 45 Kentucky Rifle Snail mail to Site Q4 C2 RR 4 Nanaimo British Columbia Canada V9R 5X9 I do not recyle I keep everything All standard disclaimers apply 73 Tom Tom Wagner Audio Visual Technician Malaspina College Nanaimo British Columbia 604 753 3245 Loc 2230 Fax 755 8742 Callsign VE7GDA Weapon 45 Kentucky Rifle Snail mail to Site Q4 C2 RR 4 Nanaimo British Columbia Canada V9R 5X9 I do not recyle I keep everything All standard disclaimers apply 
6,I have the following games for sale trade Make an offer Hu Cards R Type Sidearms Alien Crush Neutopia Tricky Kick Ninja Spirit Somer Assault CD Lords of the Rising Sun Sherlock Holmes brian oplinger ra crd ge include standard disclaimer 
15,Let the word of Christ dwell in you richly as you teach and admonish one another with all wisdom and as you sing psalms hymns and spiritual songs with gratitude in your hearts to God Colossians 3 16 A reminder These verses are from the New International Version As with any translation faithfulness to the original Hebrew and Greek may vary from time to time If a verse sounds a little off occasionally pare it with another translation or with the original texts if you are able to do so God Bless You Chuck Petch 
6,I have a basic Apple IIgs system that I need to sell Everything es with original boxes and documentation and is in excellent condition Make an offer I ll consider anything Apple IIgs 1 meg 3 5 drive 13 AppleColor RGB monitor keyboard mouse mousepad dustcovers 1200 baud Applemodem random other worthless stuff Here s a list of the games apps Games Applications BattleChess System Disk Defender of the Crown System Tools IIGS Arkanoid II WordPerfect Bubble Ghost Appleworks Shadowgate Writer s Choice elite Balance of Power Draw Plus Marble Madness Copy II Plus Zany Golf ProTERM munications software Chessmaster 2100 If interested contact sunshine cco caltech 
13,In article romdas uclink berkeley Ella I Baff writes If anybody doctors included said to me to my face that there is no evidence of the yeast connection I cannot guarantee their safety For their in petence ripping off their lips is justified as far as I am concerned This doesn t sound like Candida Albicans to me No just a little anger Normally I don t rip people s lips off except when my candida has overcolonized and I be e Fungus Man Jon Charter Member INFJ Club If you re dying to know what INFJ means be brave e mail me I ll send info Jon Noring noring net JKN International IP 192 100 81 100 FRED S GOURMET CHOCOLATE 1312 Carlton Place Phone 510 294 8153 CHIPS World s Best Livermore CA 94550 V Mail 510 417 4101 Who are you Read alt psychology personality That s where the action is 
17, Problem 1 My father told me the following story During the famous wars between the Armenians and the Persians prince Zaurak Kamsarakan performed extraordinary heroic deeds Three times in a single month he attacked the Persian troops The first time he struck down half of the Persian army The second time pursuing the Persians he slaughtered one fourth of the soldiers The third time he destroyed one eleventh of the Persian army The Persians who were still alive numbering two hundred eighty fled to Nakhichevan And so from this remainder find how many Persian soldiers there were before the massacre Answer a 1 1 2 1 4 1 11 280 a 1760 Corollary Armenians strike slaughter destroy and massacre After all they are not as innocent as the asala network claims 
5,Hi I m trying to write a Motif program on an Interactive Unix machine and I m observing very strange behavior when my program attempts to expose a DrawingArea Namely some Xlib operations work and some do not In particular the expose consist of two XFillRectangle calls followed by some XDrawPoint calls and for reasons unknown to me the point calls are failing whenever a pulldown or popup up menu is clicked on and moved in the rightward direction over the drawing area but after the move is still on some part of the drawing area This also happens less consistently when the pulldown popup is moved in the leftward direction Assuming that my code is not doing anything incredibly odd is this a server bug Thanks Zack T Smith 
4, Anyone have any expierience with PSI s station 5 Please contact me if you had or have a suggesiton for a Really Good 14 4 modem with 14 4 fax for the macintosh Via UCI v1 35 C Net Amiga Dennis T Cheung The DTC tm Corporation of America America Online DTC Internet DTC MLinkNet HotCity Com Disclaimer You never read this message this message doesn t exist 
3,mikey eukanuba wpd sgi Mike Yang writes In article 1qulqa hp2 access digex net rash access digex Wayne Rash writes The F550iW is optimized for Windows It powers down when the screen blanker appears it powers down with you turn your puter off and it meets all of the Swedish standards It s also protected against EMI from adjacent monitors Thanks for the info Personally I think the F550i is more bang for the buck right now How much more does the F550iW cost Mike Yang Silicon Graphics Inc mikey sgi 415 390 1786 I think the difference is about 400 dollars but I could be wrong These things change between press time and publication 
9,Could some kind soul out there e mail me the 411 on where I can find the mlb c program I m interested in some road trips this year David J dwarner journalism indiana Blue Riddle Productions 1993 It s on THE RAP IS AN ART EP is ing out on tape this time for real E mail me for the 411 
17, From Israeline 4 16 Two Arabs Killed and Eight IDF Soldiers Wounded in West Bank Car Bomb Explosion Israel Defense Forces Radio GALEI ZAHAL reports today that a car bomb explosion in the West Bank today killed two Palestinians and wounded eight IDF soldiers The blast is believed to be the work of a suicide bomber Radio reports said a car packed with butane gas exploded between two parked buses one belonging to the IDF and the other civilian Both busses went up in flames The blast killed an Arab man who worked at a nearby snack bar in the Mehola settlement An Israel Radio report stated that the other man who was killed may have been the one who set off the bomb According to officials at the Haemek Hospital in Afula the eight IDF soldiers injured in the blast suffered light to moderate injuries The Arab that was killed was a probably from the Mossad so it is not count as a murder Naftaly Naftaly Stramer Intergraph Electronics Internet nstramer dazixco ingr 6101 Lookout Road Suite A Voice 303 581 2370 FAX 303 581 9972 Boulder CO 80301 Quality is everybody s job and it s everybody s job to watch all that they can 
0,In article 1qj9gq mg7 horus ap mchp sni de frank D012S658 uucp Frank O Dwyer writes Deletion Plus questions for you why do subjectivists relativists nihilists get so het up about the idea that relativism is better than objectivism Straw man you are trying to replace pragmatics by morals And what about a Subjectivis saying Subjectivismis better for me Is good logic better than bad Is good science better than bad Ought I to prefer simple theories with accurate predictions to plex and useless theories Is almost anything preferable to genocide Is there a sense in which such value judgements are objective or not Make those predictions and don t waste our time with circular definitions and assertions without evidence In this example when genocide is so monly abhorred why does it happen so often in the context of religion Does it allow to conclude that there is something about religion that catalyses genocide Or in case it has nothing got to do with religion that the premise is wrong genocide is not abhorred Benedikt 
3,I have a 486sx 20 5 megs RAM 85 meg harddrive Stacked to 160 w Stacker 3 0 3 5 floppy 3 expansion slots 2 drive bays VGA card no monitor 650 00 or interesting bination of cash and trade Located in Chicago Please e mail to this address tmccn merle acns nwu or call Allister at 312 743 5603 Thanks 
3, I am DESPERATELY trying to find a PC based e mail wide area network service or the necessary network software to establish one myself While I am aware there are various BBS s and other similar services avalible like Compuserve Canada Remote Systems etc I require fairly specific criteria In approximate order of importance they are 1 The mail files news are read written locally and batched to the network server ie no continuous on line connection NOTE all users are remote and will use modems over conventional phone lines 2 Simple The users I have for the system have very little puter knowledge have never heard of Unix and have very little interest in learning It is essential that the client software is pletely pain free 3 Cheap We would prefer not paying high connect fees to an established mercial network just so we can send large files between members of the group hence 1 In addition I would like the network server to be something small simple and inexpensive like a 486 There are only about 40 people in the group so it is not a huge network 4 The capability for Internet access for news mail 5 Internet style id s eg pwood math uwaterloo ca If anyone knows of a system similar to what I am describing even if it doesn t sastisfy all my criteria and I don t care where it is PLEASE PLEASE e mail me and tell me about it We are not adverse to making alterations to an existing system if necessary Thanks Peter Wood Internet id pwood math uwaterloo ca 
